rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit
9,CoffeeScript,scheming,11,6,CoffeeScript,https://github.com/erin-noe-payne/scheming,erin-noe-payne,4,2016-12-19T22:55:38Z
10,CoffeeScript,hapi-routes-status,11,3,CoffeeScript,https://github.com/codedoctor/hapi-routes-status,codedoctor,0,2015-08-10T13:20:05Z
11,CoffeeScript,stahk-photos,11,0,CoffeeScript,https://github.com/geekjuice/stahk-photos,geekjuice,0,2020-07-15T21:36:17Z
12,CoffeeScript,node-desktop-uploader,11,1,CoffeeScript,https://github.com/danielgtaylor/node-desktop-uploader,danielgtaylor,0,2014-09-14T21:47:34Z
13,CoffeeScript,ride2go,11,2,CoffeeScript,https://github.com/yncyrydybyl/ride2go,yncyrydybyl,3,2013-05-26T17:12:16Z
14,CoffeeScript,fit,11,4,CoffeeScript,https://github.com/plus3network/fit,plus3network,3,2017-06-07T21:29:31Z
15,CoffeeScript,OpenTokPicker,11,5,CoffeeScript,https://github.com/songz/OpenTokPicker,songz,0,2012-09-05T00:13:41Z
16,CoffeeScript,gobuild,11,3,CoffeeScript,https://github.com/ddollar/gobuild,ddollar,0,2014-07-07T21:59:23Z
17,CoffeeScript,noflo-ardrone,11,3,CoffeeScript,https://github.com/noflo/noflo-ardrone,noflo,1,2017-11-03T15:37:59Z
18,CoffeeScript,machete,11,0,CoffeeScript,https://github.com/jescalan/machete,jescalan,0,2013-10-01T14:56:17Z
19,CoffeeScript,framer-state-machine,11,0,CoffeeScript,https://github.com/andrewliebchen/framer-state-machine,andrewliebchen,0,2017-02-13T04:46:55Z
20,CoffeeScript,loopback-component-remote-ctx.js,11,3,CoffeeScript,https://github.com/snowyu/loopback-component-remote-ctx.js,snowyu,1,2017-12-14T06:22:51Z
21,CoffeeScript,hubot-sassy-dancer,11,1,CoffeeScript,https://github.com/tangentialism/hubot-sassy-dancer,tangentialism,0,2014-07-24T12:55:52Z
22,CoffeeScript,classy-cate,11,1,CoffeeScript,https://github.com/petehamilton/classy-cate,petehamilton,8,2013-12-06T22:41:52Z
23,CoffeeScript,node-slackbot,11,3,CoffeeScript,https://github.com/shokai/node-slackbot,shokai,1,2015-05-27T05:52:30Z
24,CoffeeScript,granite,11,4,CoffeeScript,https://github.com/ts33kr/granite,ts33kr,0,2015-05-27T08:31:30Z
25,CoffeeScript,node-axle,11,4,CoffeeScript,https://github.com/stuartquin/node-axle,stuartquin,0,2013-03-10T16:13:36Z
26,CoffeeScript,socketdoc,11,4,CoffeeScript,https://github.com/mahemoff/socketdoc,mahemoff,0,2011-06-26T21:24:29Z
27,CoffeeScript,weekly-rdio-playlister,11,2,CoffeeScript,https://github.com/cheshire137/weekly-rdio-playlister,cheshire137,7,2018-04-15T18:41:40Z
28,CoffeeScript,AudioAccess-framer,11,0,CoffeeScript,https://github.com/ortonomy/AudioAccess-framer,ortonomy,0,2017-01-13T02:30:27Z
29,CoffeeScript,focusManager,11,0,CoffeeScript,https://github.com/rohank26/focusManager,rohank26,0,2018-05-11T00:35:46Z
30,CoffeeScript,jtunnel,11,2,CoffeeScript,https://github.com/joyqi/jtunnel,joyqi,0,2017-08-18T16:31:33Z
31,CoffeeScript,language-autohotkey,11,13,CoffeeScript,https://github.com/nshakin/language-autohotkey,nshakin,14,2016-01-28T15:05:41Z
32,CoffeeScript,atom-enhanced-tabs,11,4,CoffeeScript,https://github.com/js-padavan/atom-enhanced-tabs,js-padavan,10,2016-04-27T09:03:16Z
33,CoffeeScript,generator-gulp-of-drano,11,0,CoffeeScript,https://github.com/lynndylanhurley/generator-gulp-of-drano,lynndylanhurley,1,2017-03-25T04:17:46Z
34,CoffeeScript,react-example,11,1,CoffeeScript,https://github.com/noflo/react-example,noflo,0,2014-05-27T06:35:33Z
35,CoffeeScript,atom-language-gmod-lua,11,4,CoffeeScript,https://github.com/Lixquid/atom-language-gmod-lua,Lixquid,4,2017-08-28T12:42:19Z
36,CoffeeScript,WeedProxite,11,0,CoffeeScript,https://github.com/Behemouth/WeedProxite,Behemouth,0,2015-11-12T06:39:59Z
37,CoffeeScript,view-tail-large-files,11,1,CoffeeScript,https://github.com/mark-hahn/view-tail-large-files,mark-hahn,1,2015-08-30T19:20:37Z
38,CoffeeScript,OriginJS,11,0,CoffeeScript,https://github.com/olivmonnier/OriginJS,olivmonnier,0,2016-10-24T06:52:51Z
39,CoffeeScript,ng-rating,11,5,CoffeeScript,https://github.com/esleducation/ng-rating,esleducation,2,2015-07-06T12:37:38Z
40,CoffeeScript,dashing-barchart,11,11,CoffeeScript,https://github.com/jorgemorgado/dashing-barchart,jorgemorgado,0,2020-05-05T21:43:15Z
41,CoffeeScript,vorpal-log,11,2,CoffeeScript,https://github.com/AljoschaMeyer/vorpal-log,AljoschaMeyer,0,2016-01-08T15:16:15Z
42,CoffeeScript,atom-php-fmt,11,3,CoffeeScript,https://github.com/Dgame/atom-php-fmt,Dgame,9,2018-04-06T09:34:22Z
43,CoffeeScript,ram-bot,11,2,CoffeeScript,https://github.com/raine/ram-bot,raine,0,2018-02-06T12:04:31Z
44,CoffeeScript,pros-atom,11,9,CoffeeScript,https://github.com/purduesigbots/pros-atom,purduesigbots,6,2018-07-30T00:57:12Z
45,CoffeeScript,Lysertron,11,4,CoffeeScript,https://github.com/AlexJWayne/Lysertron,AlexJWayne,4,2015-12-07T20:56:34Z
46,CoffeeScript,GitHubDashboard.kdapp,11,0,CoffeeScript,https://github.com/f/GitHubDashboard.kdapp,f,1,2013-09-05T12:57:54Z
47,CoffeeScript,delegato,11,13,CoffeeScript,https://github.com/atom/delegato,atom,0,2022-09-28T10:52:01Z
48,CoffeeScript,tt.js,11,1,CoffeeScript,https://github.com/tictail/tt.js,tictail,0,2014-08-12T16:51:48Z
49,CoffeeScript,polygons,11,1,CoffeeScript,https://github.com/interstateone/polygons,interstateone,1,2014-07-03T04:18:04Z
50,CoffeeScript,em-analytics,11,2,CoffeeScript,https://github.com/jzajpt/em-analytics,jzajpt,0,2012-04-20T10:07:42Z
1,Dart,edt,11,2,Dart,https://github.com/azhugrov/edt,azhugrov,0,2012-10-10T19:48:38Z
2,Dart,StageXL_Isometric,11,5,Dart,https://github.com/bp74/StageXL_Isometric,bp74,2,2019-08-23T20:28:28Z
3,Dart,bungie-api-dart,11,5,Dart,https://github.com/LittleLightForDestiny/bungie-api-dart,LittleLightForDestiny,0,2023-03-02T19:04:16Z
4,Dart,flutter-tutorial,11,9,Dart,https://github.com/aviacommerce/flutter-tutorial,aviacommerce,0,2018-12-09T06:46:33Z
5,Dart,puton_mobile_app,11,3,Dart,https://github.com/failnicely/puton_mobile_app,failnicely,0,2018-12-10T06:17:42Z
6,Dart,dart-isolate-executor,11,13,Dart,https://github.com/stablekernel/dart-isolate-executor,stablekernel,2,2021-03-30T08:37:04Z
7,Dart,flutter-rssreader,11,7,Dart,https://github.com/GlobalLogicLatam/flutter-rssreader,GlobalLogicLatam,0,2018-10-08T12:58:32Z
8,Dart,flutter_realworld_example_app,11,3,Dart,https://github.com/daniel-lucas-silva/flutter_realworld_example_app,daniel-lucas-silva,0,2019-05-19T06:27:35Z
9,Dart,HashTrack-Public,11,2,Dart,https://github.com/hitherejoe/HashTrack-Public,hitherejoe,0,2018-09-24T16:31:57Z
10,Dart,flutter_search_logic,11,6,Dart,https://github.com/edicybereye/flutter_search_logic,edicybereye,0,2019-02-03T17:59:14Z
11,Dart,flutter_baby_name,11,1,Dart,https://github.com/yumi0629/flutter_baby_name,yumi0629,0,2019-08-16T08:57:01Z
12,Dart,aluqard,11,1,Dart,https://github.com/anaisbetts/aluqard,anaisbetts,0,2019-09-09T16:42:56Z
13,Dart,flutter_gpiod,11,2,Dart,https://github.com/ardera/flutter_gpiod,ardera,0,2021-04-17T00:54:18Z
14,Dart,movie_time_selection,11,1,Dart,https://github.com/mslalith/movie_time_selection,mslalith,0,2020-08-22T03:41:36Z
15,Dart,my_statuses,11,14,Dart,https://github.com/narimetisaigopi/my_statuses,narimetisaigopi,0,2023-10-09T03:42:50Z
16,Dart,Learning_App,11,0,Dart,https://github.com/simransrivastava01/Learning_App,simransrivastava01,1,2020-10-03T08:23:37Z
17,Dart,flutter_play_bezier,11,3,Dart,https://github.com/toly1994328/flutter_play_bezier,toly1994328,0,2020-04-04T02:03:08Z
18,Dart,Women-Safety-App-2,11,1,Dart,https://github.com/kunal-16/Women-Safety-App-2,kunal-16,2,2020-12-05T13:12:33Z
19,Dart,sudoku-solver,11,7,Dart,https://github.com/Flutter-Buddies/sudoku-solver,Flutter-Buddies,7,2021-03-19T15:01:15Z
20,Dart,shoppibasket,11,5,Dart,https://github.com/VB10/shoppibasket,VB10,0,2021-09-24T21:45:23Z
21,Dart,Flutter-BMI-Calculator,11,0,Dart,https://github.com/sachinl0har/Flutter-BMI-Calculator,sachinl0har,0,2021-05-20T05:50:18Z
22,Dart,boku.gg,11,1,Dart,https://github.com/oldpilluwu/boku.gg,oldpilluwu,1,2023-03-07T20:23:06Z
23,Dart,flutter_profile_picture,11,9,Dart,https://github.com/adityadees/flutter_profile_picture,adityadees,4,2023-02-17T11:02:28Z
24,Dart,framework,11,1,Dart,https://github.com/dartevel/framework,dartevel,0,2022-12-30T01:08:38Z
25,Dart,Food-App-UI,11,4,Dart,https://github.com/Sumit31-cyber/Food-App-UI,Sumit31-cyber,0,2021-10-13T10:41:30Z
26,Dart,flutter_boilerplate,11,1,Dart,https://github.com/ggaj/flutter_boilerplate,ggaj,0,2021-11-02T01:34:19Z
27,Dart,just_audio_cache,11,2,Dart,https://github.com/lau1944/just_audio_cache,lau1944,3,2023-10-21T02:13:09Z
28,Dart,loaner,11,1,Dart,https://github.com/samtuga1/loaner,samtuga1,0,2023-06-20T10:45:29Z
29,Dart,Fooderlich,11,1,Dart,https://github.com/kevin2-cyber/Fooderlich,kevin2-cyber,0,2022-10-28T09:34:49Z
30,Dart,algorithms_in_dart,11,1,Dart,https://github.com/draz26648/algorithms_in_dart,draz26648,0,2022-11-06T13:22:33Z
31,Dart,CalcuPiano,11,4,Dart,https://github.com/liplum/CalcuPiano,liplum,12,2023-09-29T18:57:06Z
32,Dart,demo_projects,11,4,Dart,https://github.com/BenjaminMahmic/demo_projects,BenjaminMahmic,0,2022-10-06T02:01:09Z
33,Dart,fan_carousel_image_slider,11,4,Dart,https://github.com/marjandn/fan_carousel_image_slider,marjandn,1,2023-04-14T10:04:42Z
34,Dart,flutter-material-color-system,11,0,Dart,https://github.com/susatthi/flutter-material-color-system,susatthi,0,2023-10-17T04:07:18Z
35,Dart,Fi-Player,11,0,Dart,https://github.com/damnlebowski/Fi-Player,damnlebowski,0,2023-07-24T13:51:36Z
36,Dart,flutter_crypto,11,5,Dart,https://github.com/karedem/flutter_crypto,karedem,2,2022-09-09T15:53:03Z
37,Dart,AlgoVisualizer,11,0,Dart,https://github.com/parzuko/AlgoVisualizer,parzuko,0,2020-12-04T07:23:28Z
38,Dart,favicon,11,9,Dart,https://github.com/marcjoha/favicon,marcjoha,0,2024-01-27T07:47:43Z
39,Dart,Drago,11,0,Dart,https://github.com/md-shahin-miah/Drago,md-shahin-miah,0,2023-04-24T06:04:51Z
40,Dart,null_safety_demos,11,1,Dart,https://github.com/mit-mit/null_safety_demos,mit-mit,0,2020-12-14T21:55:49Z
41,Dart,Bojana_Food_Delivery_App,11,5,Dart,https://github.com/vijayinyoutube/Bojana_Food_Delivery_App,vijayinyoutube,0,2022-12-28T02:54:27Z
42,Dart,turn_game,11,4,Dart,https://github.com/RafaelBarbosatec/turn_game,RafaelBarbosatec,1,2023-09-04T13:02:16Z
43,Dart,flutter-polyline-demo,11,5,Dart,https://github.com/ArafatRohan93/flutter-polyline-demo,ArafatRohan93,0,2021-07-04T19:21:51Z
44,Dart,apple_stocks_app_clone,11,5,Dart,https://github.com/kspo/apple_stocks_app_clone,kspo,0,2024-01-03T14:47:37Z
45,Dart,Whatsapp_Clone,11,4,Dart,https://github.com/Imadevel0per/Whatsapp_Clone,Imadevel0per,0,2022-05-08T21:49:30Z
46,Dart,Icarus,11,6,Dart,https://github.com/YunusEmreAlps/Icarus,YunusEmreAlps,0,2024-01-18T10:08:48Z
47,Dart,FlutterClassRoom,11,5,Dart,https://github.com/AnasLakhani/FlutterClassRoom,AnasLakhani,0,2023-04-12T16:49:27Z
48,Dart,todo_flutter_app,11,2,Dart,https://github.com/harshalgalgale/todo_flutter_app,harshalgalgale,0,2021-10-15T17:15:36Z
49,Dart,slot_machine,11,5,Dart,https://github.com/filiph/slot_machine,filiph,1,2019-01-07T02:27:02Z
50,Dart,codecraft,11,0,Dart,https://github.com/AldrinMathew/codecraft,AldrinMathew,0,2021-07-07T10:44:25Z
1,Go,MCScanner,11,4,Go,https://github.com/suedadam/MCScanner,suedadam,1,2015-05-16T16:57:34Z
2,Go,mcgorcon,11,4,Go,https://github.com/bearbin/mcgorcon,bearbin,2,2014-11-04T17:01:23Z
3,Go,sitemap,11,5,Go,https://github.com/StudioSol/sitemap,StudioSol,1,2023-01-04T16:55:27Z
4,Go,gonotifyav,11,4,Go,https://github.com/DevelopersPL/gonotifyav,DevelopersPL,0,2014-07-05T14:54:14Z
5,Go,dtools,11,5,Go,https://github.com/Loafter/dtools,Loafter,0,2015-06-01T05:31:49Z
6,Go,ode,11,2,Go,https://github.com/sj14/ode,sj14,0,2022-11-06T06:58:50Z
7,Go,openshift-cucumber,11,1,Go,https://github.com/vbehar/openshift-cucumber,vbehar,0,2016-07-22T07:01:41Z
8,Go,ldpserver,11,1,Go,https://github.com/hectorcorrea/ldpserver,hectorcorrea,0,2016-09-14T15:03:31Z
9,Go,smallset,11,0,Go,https://github.com/ikkeps/smallset,ikkeps,0,2015-06-15T13:17:11Z
10,Go,sutil,11,18,Go,https://github.com/shawnfeng/sutil,shawnfeng,0,2021-03-18T03:33:53Z
11,Go,godm,11,1,Go,https://github.com/hectorj/godm,hectorj,8,2015-10-17T19:41:11Z
12,Go,Namecoin-light,11,3,Go,https://github.com/trillcoder/Namecoin-light,trillcoder,0,2015-08-11T19:43:31Z
13,Go,pgpst,11,2,Go,https://github.com/pgpst/pgpst,pgpst,1,2015-11-29T09:58:12Z
14,Go,linq,11,1,Go,https://github.com/gophergala2016/linq,gophergala2016,1,2016-01-24T18:10:54Z
15,Go,lyca,11,0,Go,https://github.com/kzh/lyca,kzh,0,2017-11-18T19:07:42Z
16,Go,stratum-proxy,11,3,Go,https://github.com/wozz/stratum-proxy,wozz,0,2016-03-20T00:53:24Z
17,Go,till,11,0,Go,https://github.com/psobot/till,psobot,0,2014-11-24T22:03:36Z
18,Go,timetools,11,4,Go,https://github.com/mailgun/timetools,mailgun,0,2019-06-10T15:20:24Z
19,Go,base,11,2,Go,https://github.com/knightso/base,knightso,0,2023-06-12T02:44:44Z
20,Go,goawsroles,11,2,Go,https://github.com/smugmug/goawsroles,smugmug,1,2015-05-12T02:55:37Z
21,Go,dim,11,2,Go,https://github.com/nhurel/dim,nhurel,0,2017-06-14T19:52:15Z
22,Go,redis-scouter,11,1,Go,https://github.com/victorcete/redis-scouter,victorcete,0,2015-11-15T14:55:08Z
23,Go,kitter,11,5,Go,https://github.com/gokitter/kitter,gokitter,1,2016-08-19T05:30:26Z
24,Go,auth_service,11,0,Go,https://github.com/arbarlow/auth_service,arbarlow,0,2017-05-12T16:58:43Z
25,Go,orchid,11,1,Go,https://github.com/thedevsaddam/orchid,thedevsaddam,0,2018-08-14T12:29:44Z
26,Go,jsonfeed,11,1,Go,https://github.com/kr/jsonfeed,kr,0,2021-04-09T13:33:00Z
27,Go,oureadb,11,8,Go,https://github.com/akhenakh/oureadb,akhenakh,0,2020-11-24T02:48:11Z
28,Go,smtpd,11,2,Go,https://github.com/corpix/smtpd,corpix,0,2017-07-17T20:04:14Z
29,Go,AlfredBot,11,2,Go,https://github.com/Sdyess/AlfredBot,Sdyess,7,2020-03-14T19:55:06Z
30,Go,makroud,11,1,Go,https://github.com/ulule/makroud,ulule,7,2022-11-01T16:22:57Z
31,Go,mkinfo,11,2,Go,https://github.com/zyedidia/mkinfo,zyedidia,3,2020-10-14T04:08:15Z
32,Go,sdget,11,4,Go,https://github.com/govau/sdget,govau,0,2019-01-03T01:00:53Z
33,Go,crony,11,7,Go,https://github.com/rafaeljesus/crony,rafaeljesus,1,2017-09-19T14:31:50Z
34,Go,read-mongo-logs,11,0,Go,https://github.com/kevinburke/read-mongo-logs,kevinburke,3,2017-08-31T20:16:52Z
35,Go,go-object-pool,11,2,Go,https://github.com/theodesp/go-object-pool,theodesp,0,2018-01-01T22:42:54Z
36,Go,go-mapreduce,11,3,Go,https://github.com/vinllen/go-mapreduce,vinllen,0,2017-12-30T16:57:15Z
37,Go,jimbot-go,11,5,Go,https://github.com/jm33-m0/jimbot-go,jm33-m0,1,2022-07-14T14:34:17Z
38,Go,lamb,11,0,Go,https://github.com/dav009/lamb,dav009,0,2018-01-31T13:21:01Z
39,Go,go-openuri,11,4,Go,https://github.com/utahta/go-openuri,utahta,0,2017-02-03T10:45:03Z
40,Go,chiact,11,2,Go,https://github.com/tutley/chiact,tutley,0,2017-05-31T20:39:25Z
41,Go,hlin,11,0,Go,https://github.com/brancz/hlin,brancz,0,2017-12-02T11:57:39Z
42,Go,unredis,11,3,Go,https://github.com/nanaeasiedu/unredis,nanaeasiedu,0,2017-02-01T13:16:26Z
43,Go,go-version,11,0,Go,https://github.com/loeyt/go-version,loeyt,1,2017-02-07T09:00:08Z
44,Go,auditNG,11,1,Go,https://github.com/auditNG/auditNG,auditNG,0,2018-03-09T04:57:07Z
45,Go,mnemonic,11,11,Go,https://github.com/brianium/mnemonic,brianium,1,2020-08-31T09:41:00Z
46,Go,trafic,11,7,Go,https://github.com/mami-project/trafic,mami-project,0,2019-01-18T16:34:46Z
47,Go,nakamura,11,5,Go,https://github.com/GeniusMartinss/nakamura,GeniusMartinss,0,2018-03-14T08:40:21Z
48,Go,xultybau,11,1,Go,https://github.com/Xe/xultybau,Xe,0,2018-12-10T01:09:36Z
49,Go,ldc,11,4,Go,https://github.com/launchdarkly-labs/ldc,launchdarkly-labs,2,2023-02-13T23:41:47Z
50,Go,kube-valet,11,4,Go,https://github.com/domoinc/kube-valet,domoinc,1,2020-05-21T20:36:58Z
1,Java,SwipeMenuListView-master,11,1,Java,https://github.com/lancevalour/SwipeMenuListView-master,lancevalour,1,2015-08-31T12:02:54Z
2,Java,JUMI-Java-Model-Importer,11,5,Java,https://github.com/RGreenlees/JUMI-Java-Model-Importer,RGreenlees,3,2015-03-31T10:02:19Z
3,Java,android-recyclerview-example,11,2,Java,https://github.com/bejibx/android-recyclerview-example,bejibx,0,2015-05-16T22:16:14Z
4,Java,code-chobo-study,11,8,Java,https://github.com/codechobostudy/code-chobo-study,codechobostudy,9,2015-07-03T09:09:38Z
5,Java,android-3d-carousel-view,11,7,Java,https://github.com/radhoo/android-3d-carousel-view,radhoo,1,2015-04-27T11:39:44Z
6,Java,android-lint-rules,11,5,Java,https://github.com/zendesk/android-lint-rules,zendesk,1,2023-04-09T15:45:20Z
7,Java,Watershed-based-image-segmentation-in-Android,11,4,Java,https://github.com/rahul411/Watershed-based-image-segmentation-in-Android,rahul411,0,2015-03-20T17:41:15Z
8,Java,elasticbeanstalk-worker-simulator,11,1,Java,https://github.com/Allogy/elasticbeanstalk-worker-simulator,Allogy,1,2015-05-30T20:55:42Z
9,Java,Production-Line,11,9,Java,https://github.com/GoodTimeStudio/Production-Line,GoodTimeStudio,0,2020-08-16T12:25:11Z
10,Java,cloud-computing-specialization,11,7,Java,https://github.com/kgrodzicki/cloud-computing-specialization,kgrodzicki,0,2020-04-14T08:32:01Z
11,Java,analytics-example,11,2,Java,https://github.com/codeversed/analytics-example,codeversed,0,2015-02-18T18:26:45Z
12,Java,AndroidCameraToolsApp,11,2,Java,https://github.com/jbacon/AndroidCameraToolsApp,jbacon,0,2014-04-27T02:12:42Z
13,Java,Pure-File-Manager,11,4,Java,https://github.com/Doctoror/Pure-File-Manager,Doctoror,0,2016-05-08T18:51:53Z
14,Java,Cam3HiddenAPIs,11,2,Java,https://github.com/lbk003/Cam3HiddenAPIs,lbk003,0,2014-04-08T00:02:02Z
15,Java,gwt-traction,11,10,Java,https://github.com/tractionsoftware/gwt-traction,tractionsoftware,7,2017-03-08T19:37:03Z
16,Java,ArrowPopupWindows,11,15,Java,https://github.com/Boelroy/ArrowPopupWindows,Boelroy,0,2016-03-18T10:23:54Z
17,Java,dispersion,11,1,Java,https://github.com/bkuker/dispersion,bkuker,1,2014-03-17T00:19:39Z
18,Java,cyNeo4j,11,10,Java,https://github.com/cyNeo4j/cyNeo4j,cyNeo4j,12,2023-03-31T15:00:11Z
19,Java,jcc,11,2,Java,https://github.com/maven-plugin-jcc/jcc,maven-plugin-jcc,0,2014-09-03T11:30:23Z
20,Java,jtwig-examples-old,11,4,Java,https://github.com/joao-de-melo/jtwig-examples-old,joao-de-melo,0,2015-02-24T00:44:04Z
21,Java,imagej-updater,11,15,Java,https://github.com/imagej/imagej-updater,imagej,52,2023-07-25T22:10:38Z
22,Java,liason,11,4,Java,https://github.com/EmirWeb/liason,EmirWeb,0,2015-10-28T01:48:25Z
23,Java,editeurPanovisu,11,4,Java,https://github.com/llang57/editeurPanovisu,llang57,1,2022-01-27T10:00:54Z
24,Java,jabbot,11,6,Java,https://github.com/midoricorp/jabbot,midoricorp,2,2022-11-16T09:26:23Z
25,Java,FlyingAndroid,11,5,Java,https://github.com/tkgktyk/FlyingAndroid,tkgktyk,0,2018-01-23T02:48:52Z
26,Java,ClamScan,11,8,Java,https://github.com/sripulip/ClamScan,sripulip,2,2015-01-17T11:20:14Z
27,Java,restwars,11,2,Java,https://github.com/phxql/restwars,phxql,12,2017-10-27T12:54:02Z
28,Java,AutoResizeTextView,11,6,Java,https://github.com/jivimberg/AutoResizeTextView,jivimberg,1,2014-12-27T19:26:40Z
29,Java,ephemeralfs,11,0,Java,https://github.com/sbridges/ephemeralfs,sbridges,0,2015-04-05T23:36:27Z
30,Java,QRCodeOnAndroidWear,11,5,Java,https://github.com/hoitab/QRCodeOnAndroidWear,hoitab,1,2015-01-20T06:19:09Z
31,Java,punya,11,38,Java,https://github.com/mit-dig/punya,mit-dig,17,2023-01-03T16:58:21Z
32,Java,atam4j,11,10,Java,https://github.com/atam4j/atam4j,atam4j,3,2019-05-05T21:36:53Z
33,Java,TickDynamic,11,15,Java,https://github.com/wildex999/TickDynamic,wildex999,13,2017-04-15T12:40:54Z
34,Java,ePaperDriver,11,3,Java,https://github.com/SchmidChristian/ePaperDriver,SchmidChristian,0,2019-11-17T23:12:32Z
35,Java,ObservableScrollers,11,3,Java,https://github.com/eneim/ObservableScrollers,eneim,0,2015-07-05T07:30:25Z
36,Java,veles.mastodon,11,17,Java,https://github.com/Samsung/veles.mastodon,Samsung,0,2023-04-07T10:09:04Z
37,Java,LandousApp,11,7,Java,https://github.com/zhangxu2814/LandousApp,zhangxu2814,0,2014-12-30T07:44:05Z
38,Java,bootcamp,11,20,Java,https://github.com/cloud-native-java/bootcamp,cloud-native-java,3,2018-01-31T01:16:36Z
39,Java,GeneralUtils,11,9,Java,https://github.com/wenzhucjy/GeneralUtils,wenzhucjy,0,2016-09-28T01:50:31Z
40,Java,vertx-guice,11,6,Java,https://github.com/qrman/vertx-guice,qrman,0,2015-07-10T18:55:16Z
41,Java,android-vpn,11,10,Java,https://github.com/m-wild/android-vpn,m-wild,0,2020-07-27T10:08:20Z
42,Java,java-code-examples,11,6,Java,https://github.com/android10/java-code-examples,android10,0,2016-03-11T14:20:45Z
43,Java,tipermissions,11,5,Java,https://github.com/stgrosshh/tipermissions,stgrosshh,1,2016-05-20T03:38:10Z
44,Java,ocmips,11,5,Java,https://github.com/iamgreaser/ocmips,iamgreaser,0,2016-05-13T04:26:06Z
45,Java,MVP-Top-York,11,15,Java,https://github.com/silmood/MVP-Top-York,silmood,0,2016-11-16T00:42:59Z
46,Java,neuroph-neural-network,11,8,Java,https://github.com/technobium/neuroph-neural-network,technobium,0,2016-02-20T13:08:59Z
47,Java,FishHttp,11,1,Java,https://github.com/pekphet/FishHttp,pekphet,0,2017-08-11T03:51:29Z
48,Java,that-lil-hummingbird,11,2,Java,https://github.com/charlesmadere/that-lil-hummingbird,charlesmadere,0,2016-12-15T03:14:11Z
49,Java,dropwizard-hk2bundle,11,2,Java,https://github.com/alex-shpak/dropwizard-hk2bundle,alex-shpak,0,2020-04-13T11:03:25Z
50,Java,springboot-security-mongodb,11,6,Java,https://github.com/nikos/springboot-security-mongodb,nikos,0,2016-03-29T19:37:02Z
1,JavaScript,meteor-react-highland,11,1,JavaScript,https://github.com/ccorcos/meteor-react-highland,ccorcos,0,2015-03-30T04:51:23Z
2,JavaScript,react-native-html,11,2,JavaScript,https://github.com/guo-yu/react-native-html,guo-yu,1,2015-04-17T07:02:32Z
3,JavaScript,react-meetup-rsvp-stream,11,4,JavaScript,https://github.com/bradleyboy/react-meetup-rsvp-stream,bradleyboy,0,2015-04-01T19:07:00Z
4,JavaScript,mgl-validate,11,2,JavaScript,https://github.com/magora-labs/mgl-validate,magora-labs,0,2016-12-20T11:37:51Z
5,JavaScript,tabSidebar,11,6,JavaScript,https://github.com/AlexRuppert/tabSidebar,AlexRuppert,11,2015-12-21T23:48:01Z
6,JavaScript,install-missing,11,1,JavaScript,https://github.com/JamesKyburz/install-missing,JamesKyburz,0,2017-06-25T15:11:01Z
7,JavaScript,Server,11,6,JavaScript,https://github.com/Feedient/Server,Feedient,0,2015-08-07T10:14:34Z
8,JavaScript,meetup_hacking,11,2,JavaScript,https://github.com/implicit-explicit/meetup_hacking,implicit-explicit,6,2015-12-22T11:53:36Z
9,JavaScript,flummox-isomorphic-todo,11,3,JavaScript,https://github.com/borodyadka/flummox-isomorphic-todo,borodyadka,0,2015-05-06T06:19:27Z
10,JavaScript,fis-parser-es6-babel,11,4,JavaScript,https://github.com/hanai/fis-parser-es6-babel,hanai,1,2015-12-28T06:30:03Z
11,JavaScript,meteor-c3,11,4,JavaScript,https://github.com/perak/meteor-c3,perak,1,2018-01-10T13:21:34Z
12,JavaScript,json-rpc-ws,11,7,JavaScript,https://github.com/andyet/json-rpc-ws,andyet,2,2020-09-09T23:55:01Z
13,JavaScript,babel-plugin-import-asserts,11,4,JavaScript,https://github.com/jonathanglasmeyer/babel-plugin-import-asserts,jonathanglasmeyer,1,2015-07-02T21:57:26Z
14,JavaScript,surge-client,11,0,JavaScript,https://github.com/nikosrossolatos/surge-client,nikosrossolatos,1,2017-09-27T12:03:38Z
15,JavaScript,debonair,11,0,JavaScript,https://github.com/brochington/debonair,brochington,0,2015-08-26T07:41:08Z
16,JavaScript,game-off-2015,11,4,JavaScript,https://github.com/satanas/game-off-2015,satanas,0,2018-04-28T07:22:50Z
17,JavaScript,emoji-annotation-to-unicode,11,10,JavaScript,https://github.com/banyan/emoji-annotation-to-unicode,banyan,0,2017-04-09T06:22:29Z
18,JavaScript,koa-errorhandler,11,1,JavaScript,https://github.com/nswbmw/koa-errorhandler,nswbmw,0,2020-03-26T15:52:53Z
19,JavaScript,Simpler,11,4,JavaScript,https://github.com/zackify/Simpler,zackify,0,2014-12-03T00:15:50Z
20,JavaScript,three-world,11,3,JavaScript,https://github.com/AVGP/three-world,AVGP,0,2017-04-25T15:57:30Z
21,JavaScript,primo,11,1,JavaScript,https://github.com/LincolnUniLTL/primo,LincolnUniLTL,0,2015-07-27T03:15:32Z
22,JavaScript,PhaserSpine,11,8,JavaScript,https://github.com/StudioKrok/PhaserSpine,StudioKrok,2,2015-02-08T00:18:31Z
