platform,username,repo_name,codecov_used,coverall_used,language
github,DouyinFE,semi-design,TRUE,FALSE,TypeScript
github,changesets,changesets,TRUE,FALSE,TypeScript
github,FullHuman,purgecss,FALSE,TRUE,TypeScript
github,getsentry,sentry-javascript,TRUE,FALSE,TypeScript
github,ariakit,ariakit,TRUE,FALSE,TypeScript
github,visgl,react-map-gl,FALSE,TRUE,TypeScript
github,conventional-changelog,conventional-changelog,TRUE,TRUE,TypeScript
github,microsoft,azuredatastudio,FALSE,TRUE,TypeScript
github,nhost,nhost,TRUE,FALSE,TypeScript
github,electron,fiddle,FALSE,TRUE,TypeScript
github,deepstreamIO,deepstream.io,FALSE,TRUE,TypeScript
github,udecode,plate,TRUE,FALSE,TypeScript
github,midwayjs,midway,TRUE,FALSE,TypeScript
github,shikijs,shiki,TRUE,FALSE,TypeScript
github,mikro-orm,mikro-orm,TRUE,TRUE,TypeScript
github,jquery,esprima,TRUE,TRUE,TypeScript
github,logto-io,logto,TRUE,FALSE,TypeScript
github,mobxjs,mobx-state-tree,FALSE,TRUE,TypeScript
github,kulshekhar,ts-jest,FALSE,TRUE,TypeScript
github,open-cli-tools,concurrently,FALSE,TRUE,TypeScript
github,taniarascia,takenote,FALSE,TRUE,TypeScript
github,NomicFoundation,hardhat,TRUE,FALSE,TypeScript
github,highlight,highlight,TRUE,FALSE,TypeScript
github,penrose,penrose,TRUE,FALSE,TypeScript
github,windicss,windicss,TRUE,FALSE,TypeScript
github,adazzle,react-data-grid,TRUE,TRUE,TypeScript
github,baconjs,bacon.js,FALSE,TRUE,TypeScript
github,typestack,class-transformer,TRUE,FALSE,TypeScript
github,graphql,express-graphql,TRUE,TRUE,TypeScript
github,gilbarbara,react-joyride,FALSE,TRUE,TypeScript
github,runtipi,runtipi,TRUE,FALSE,TypeScript
github,reactchartjs,react-chartjs-2,TRUE,FALSE,TypeScript
github,bvaughn,react-error-boundary,TRUE,FALSE,TypeScript
github,dinerojs,dinero.js,FALSE,TRUE,TypeScript
github,nteract,nteract,TRUE,TRUE,TypeScript
github,electron,forge,TRUE,FALSE,TypeScript
github,express-validator,express-validator,FALSE,TRUE,TypeScript
github,Choices-js,Choices,TRUE,FALSE,TypeScript
github,ixartz,Next-js-Boilerplate,TRUE,FALSE,TypeScript
github,molefrog,wouter,TRUE,FALSE,TypeScript
github,gridstack,gridstack.js,FALSE,TRUE,TypeScript
github,vuejs,vetur,TRUE,FALSE,TypeScript
github,naver,billboard.js,FALSE,TRUE,TypeScript
github,serialport,node-serialport,TRUE,FALSE,TypeScript
github,webclipper,web-clipper,TRUE,FALSE,TypeScript
github,gpbl,react-day-picker,TRUE,TRUE,TypeScript
github,Shopify,polaris,TRUE,FALSE,TypeScript
github,alangpierce,sucrase,TRUE,FALSE,TypeScript
github,valor-software,ngx-bootstrap,TRUE,FALSE,TypeScript
github,realm,realm-js,TRUE,TRUE,TypeScript
github,maplibre,maplibre-gl-js,TRUE,FALSE,TypeScript
github,isaacs,rimraf,FALSE,TRUE,TypeScript
github,apertureless,vue-chartjs,TRUE,FALSE,TypeScript
github,bitcoinjs,bitcoinjs-lib,FALSE,TRUE,TypeScript
github,rancher-sandbox,rancher-desktop,TRUE,FALSE,TypeScript
github,wevm,wagmi,TRUE,FALSE,TypeScript
github,nativescript-vue,nativescript-vue,TRUE,FALSE,TypeScript
github,unjs,consola,TRUE,FALSE,TypeScript
github,antvis,X6,TRUE,TRUE,TypeScript
github,elastic,elasticsearch-js,TRUE,FALSE,TypeScript
github,testing-library,react-hooks-testing-library,TRUE,FALSE,TypeScript
github,kolodny,immutability-helper,FALSE,TRUE,TypeScript
github,danger,danger-js,TRUE,FALSE,TypeScript
github,cypress-io,cypress-realworld-app,TRUE,TRUE,TypeScript
github,hustcc,timeago.js,FALSE,TRUE,TypeScript
github,jlfwong,speedscope,FALSE,TRUE,TypeScript
github,isaacs,node-lru-cache,FALSE,TRUE,TypeScript
github,surmon-china,videojs-player,TRUE,FALSE,TypeScript
github,brick-design,brick-design,TRUE,FALSE,TypeScript
github,oakserver,oak,TRUE,FALSE,TypeScript
github,bubkoo,html-to-image,TRUE,TRUE,TypeScript
github,cucumber,cucumber-js,FALSE,TRUE,TypeScript
github,taskforcesh,bullmq,FALSE,TRUE,TypeScript
github,remaxjs,remax,TRUE,FALSE,TypeScript
github,photoview,photoview,TRUE,FALSE,TypeScript
github,hedgedoc,hedgedoc,TRUE,FALSE,TypeScript
github,panva,jose,TRUE,FALSE,TypeScript
github,ng-alain,ng-alain,TRUE,FALSE,TypeScript
github,Uniswap,interface,TRUE,FALSE,TypeScript
github,unform,unform,FALSE,TRUE,TypeScript
github,loiane,javascript-datastructures-algorithms,TRUE,FALSE,TypeScript
github,dsherret,ts-morph,FALSE,TRUE,TypeScript
github,man-group,dtale,TRUE,FALSE,TypeScript
github,elbywan,wretch,FALSE,TRUE,TypeScript
github,fontsource,fontsource,TRUE,FALSE,TypeScript
github,vega,vega-lite,TRUE,TRUE,TypeScript
github,hustcc,echarts-for-react,FALSE,TRUE,TypeScript
github,typestack,routing-controllers,TRUE,FALSE,TypeScript
github,peaceiris,actions-gh-pages,TRUE,FALSE,TypeScript
github,glacambre,firenvim,TRUE,FALSE,TypeScript
github,gajus,slonik,FALSE,TRUE,TypeScript
github,google,clasp,FALSE,TRUE,TypeScript
github,grpc,grpc-node,FALSE,TRUE,TypeScript
github,fb55,htmlparser2,FALSE,TRUE,TypeScript
github,drwpow,openapi-typescript,TRUE,FALSE,TypeScript
github,gitify-app,gitify,TRUE,TRUE,TypeScript
github,microsoft,VoTT,TRUE,FALSE,TypeScript
github,niieani,hashids.js,FALSE,TRUE,TypeScript
github,Yoctol,bottender,TRUE,FALSE,TypeScript
github,geist-org,geist-ui,TRUE,FALSE,TypeScript
github,lingui,js-lingui,TRUE,FALSE,TypeScript
github,web-infra-dev,modern.js,TRUE,FALSE,TypeScript
github,JamesIves,github-pages-deploy-action,TRUE,FALSE,TypeScript
github,unjs,nitro,TRUE,FALSE,TypeScript
github,theintern,intern,TRUE,FALSE,TypeScript
github,serverless-nextjs,serverless-next.js,TRUE,TRUE,TypeScript
github,soketi,soketi,TRUE,FALSE,TypeScript
github,alexjoverm,typescript-library-starter,FALSE,TRUE,TypeScript
github,vscode-icons,vscode-icons,TRUE,FALSE,TypeScript
github,dubzzz,fast-check,TRUE,TRUE,TypeScript
github,nefe,number-precision,TRUE,TRUE,TypeScript
github,aholachek,react-flip-toolkit,TRUE,FALSE,TypeScript
github,compodoc,compodoc,TRUE,FALSE,TypeScript
github,alexjlockwood,ShapeShifter,TRUE,TRUE,TypeScript
github,diegohaz,constate,TRUE,FALSE,TypeScript
github,firebase,firebase-tools,TRUE,TRUE,TypeScript
github,ant-design,pro-components,TRUE,FALSE,TypeScript
